Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End
Little Green House @ Yishun,1.4146974,103.8346957,3.8412145606110863,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"832 Yishun Street 81, Block 832 Block 832, Singapore 760832 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",http://www.littlegreenhouse.com.sg/,"https://www.google.com/maps/place/Little+Green+House+@+Yishun/@1.4146974,103.8346957,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1411eb56e6d3:0x507855f6915be392!8m2!3d1.4146974!4d103.8346957!16s%2Fg%2F1yf_9mg_z?entry=ttu",2024-03-19 02:02:46.486197,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.984126984126984,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Little Petals @ Symphony,1.4351174,103.8443195,3.330125698847812,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Child care agency,"9 Yishun Cl, B1-20 Symphony Suites, Singapore 768008 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",http://www.littlepetals.sg/,"https://www.google.com/maps/place/Little+Petals+@+Symphony/@1.4351174,103.8443195,17z/data=!3m1!4b1!4m6!3m5!1s0x31da154e6b4c2e49:0x7b0586b8e7e4952c!8m2!3d1.4351174!4d103.8443195!16s%2Fg%2F11tn0rc64d?entry=ttu",2024-03-19 02:06:43.255894,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Petals Preschool Pte Ltd,1.4372886,103.8450801,3.353883889649583,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"15 Yishun Industrial Street 1, #01-30 Win5, Singapore 768091 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",http://www.littlepetals.sg/,"https://www.google.com/maps/place/Little+Petals+Preschool+Pte+Ltd/@1.4372886,103.8450801,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1460764ac119:0xf89e79cf44e56866!8m2!3d1.4372886!4d103.8450801!16s%2Fg%2F11bw5xp5f9?entry=ttu",2024-03-19 02:07:07.924227,"5, 1, 5, 5, 5, 5, 1",3.857142857142857,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Seeds Preschool (Praiseland),1.4202897,103.8400826,3.7514241467453457,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"662 Yishun Ave 4, Block 662 Block 662, Singapore 760662 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://littleseeds.edu.sg/lsp-praiseland/,"https://www.google.com/maps/place/Little+Seeds+Preschool+(Praiseland)/@1.4202897,103.8400826,17z/data=!3m1!4b1!4m6!3m5!1s0x31da146b35964f0d:0x185e3d3e99734680!8m2!3d1.4202897!4d103.8400826!16s%2Fg%2F1tdkjqvt?entry=ttu",2024-03-19 02:08:11.634703,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Little Skool-House Orchid Country Club,1.410939,103.843691,4.781124577296458,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"1 Orchid Club Rd, Singapore 769162 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://bit.ly/LSH_OrchidCountryClub_OnTheGreen_ScheduleAVisit,"https://www.google.com/maps/place/Little+Skool-House+Orchid+Country+Club/@1.410939,103.843691,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14181e028ead:0x5c97efdb687c39ea!8m2!3d1.410939!4d103.843691!16s%2Fg%2F12615wxtm?entry=ttu",2024-03-19 02:11:59.736476,3,3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
Little Skool-House Yishun Community Hospital,1.4233146,103.8371523,3.2837316189795214,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Yishun Community Hospital, 2 Yishun Central 2, Tower E, Level 5 Staff Lounge, 768024 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://bit.ly/LSH_KhooTeckPuatHospital_ByTheLake_ScheduleAVisit,"https://www.google.com/maps/place/Little+Skool-House+Yishun+Community+Hospital/@1.4233146,103.8371523,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14696a81a565:0xd768c1faa176922e!8m2!3d1.4233146!4d103.8371523!16s%2Fg%2F1tdvgpc7?entry=ttu",2024-03-19 02:12:48.737277,"5, 1, 5",3.6666666666666665,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
M.Y World @ Canberra Eastlink,1.4434059,103.8314864,1.7720477418233544,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"132 Canberra Vw, #03-31, Singapore 750132 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Canberra+Eastlink/@1.4434059,103.8314864,17z/data=!3m1!4b1!4m6!3m5!1s0x31da152e6b0f6d3f:0xf4651617e2093363!8m2!3d1.4434059!4d103.8314864!16s%2Fg%2F11l0vsgv5c?entry=ttu",2024-03-19 02:14:45.276609,1,1.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
M.Y World @ Marsiling Greenview,1.4354671,103.7776647,4.303358952322534,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"183A Woodlands Street 13, #02-635, Singapore 731183 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Marsiling+Greenview/@1.4354671,103.7776647,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1340d4c278fd:0x476f796e5c6e546f!8m2!3d1.4354671!4d103.7776647!16s%2Fg%2F11h6nxtv9m?entry=ttu",2024-03-19 02:15:24.390351,"4, 2, 1",2.333333333333333,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
M.Y World @ Sembawang Drive,1.4546179,103.8138653,1.2555522872849083,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"462 Sembawang Dr, #01-223, Singapore 750462 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",http://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Sembawang+Drive/@1.4546179,103.8138653,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1366efc1bcc7:0x71c607b2c2b6e008!8m2!3d1.4546179!4d103.8138653!16s%2Fg%2F11bwpyjh15?entry=ttu",2024-03-19 02:16:13.721707,"5, 5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
M.Y World @ Woodlands Circle,1.4448107,103.7990017,1.845142399522302,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"725 Woodlands Ave 6, #01-494, Singapore 730725 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",http://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Woodlands+Circle/@1.4448107,103.7990017,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13734fd73271:0x38670800f3380c57!8m2!3d1.4448107!4d103.7990017!16s%2Fg%2F11bwpz9m0f?entry=ttu",2024-03-19 02:17:20.178963,"1, 5, 1, 5",3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
M.Y World @ Woodlands Glade,1.4495356,103.8023818,1.612018168601739,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"781B Woodlands Ave 9, Singapore 732781 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://business.google.com/create?fp=3093723427153109834&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=1,"https://www.google.com/maps/place/M.Y+World+@+Woodlands+Glade/@1.4495356,103.8023818,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13355d9f8d3b:0x2aef1d10d4c3e34a!8m2!3d1.4495356!4d103.8023818!16s%2Fg%2F11l59g0hpn?entry=ttu",2024-03-19 02:17:44.976002,"1, 5",3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
M.Y World @ Yishun Valley Spring,1.4292773,103.8509289,4.237323091229816,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 478 Yishun Street 42, Singapore 760478 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Yishun+Valley+Spring/@1.4292773,103.8509289,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15ad4e9c3d5d:0x28b36e8c101b4f80!8m2!3d1.4292773!4d103.8509289!16s%2Fg%2F11p9gz62f_?entry=ttu",2024-03-19 02:18:09.454177,3,3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
Modern Montessori Preschool Centre (750 Woodlands Ave 4),1.4444473,103.793813,2.41825460796893,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,13.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Woodlands Ave 4, #01-317 Blk 750, Singapore 730750 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 1pm, Sunday, Closed, Monday, 7am to 7pm",http://modern-montessori.com/schedule-a-visit/,"https://www.google.com/maps/place/Modern+Montessori+Woodlands+Childcare+Centre+MMI/@1.4444473,103.793813,17z/data=!3m1!4b1!4m6!3m5!1s0x31da130c0b901a75:0xda3383b5beb5829e!8m2!3d1.4444473!4d103.793813!16s%2Fg%2F1tj6rbcw?entry=ttu",2024-03-19 02:26:25.271315,"1, 5, 1, 5",3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,1pm
My First Skool (120 Canberra Crescent),1.4452917,103.8311574,1.7474828866926555,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,School,"Blk 120 Canberra Cres, #03-01, Singapore 750120 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-CRC02&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+120+Canberra+Crescent/@1.4452917,103.8311574,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1485b84745f5:0xd84f80d835d1768e!8m2!3d1.4452917!4d103.8311574!16s%2Fg%2F11c6q8jdds?entry=ttu",2024-03-19 02:30:22.474349,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (303 Canberra Road),1.4447072,103.8223,0.7637446198399518,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"303 Canberra Rd, #01-29 Block 303, Singapore 750303 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-CRC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+303+Canberra+Road/@1.4447072,103.8223,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1527e82e65df:0xda98d6e7fdd49d3!8m2!3d1.4447072!4d103.8223!16s%2Fg%2F11l83llpy0?entry=ttu",2024-03-19 02:46:06.026976,"5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (331 Sembawang Close),1.4475192,103.8167582,0.47193088560459767,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"331 Sembawang Cl, #01-361 Block 331, Singapore 750331 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-SCC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+331+Sembawang+Close/@1.4475192,103.8167582,17z/data=!3m1!4b1!4m6!3m5!1s0x31da137c90f01771:0xa5a1eab0f55faace!8m2!3d1.4475192!4d103.8167582!16s%2Fg%2F1v_n90yg?entry=ttu",2024-03-19 02:49:36.888175,"5, 5, 5, 1",4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (347 Woodlands Ave 3),1.43316,103.7816666,3.9359676288322913,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"347 Woodlands Ave 3, #01-109, Singapore 730347 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WDC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+347+Woodlands/@1.43316,103.7816666,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13ae9ba07139:0x804ac0c06e7962db!8m2!3d1.43316!4d103.7816666!16s%2Fg%2F1ptxqnj13?entry=ttu",2024-03-19 02:51:19.430591,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (423 Yishun Ave 11),1.42269,103.8481197,4.294353292542065,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"423 Yishun Ave 11, #01-550 Block 423, Singapore 760423 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-YC4&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+423+Yishun/@1.42269,103.8481197,17z/data=!3m1!4b1!4m6!3m5!1s0x31da144104a9721b:0x82ac10d7a306184b!8m2!3d1.42269!4d103.8481197!16s%2Fg%2F11gfh2l8dr?entry=ttu",2024-03-19 02:53:00.339752,"4, 5",4.5,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (491 Admiralty Link),1.4561222,103.8175959,1.427187928764787,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"491 Admiralty Link, #01-191, Singapore 750491 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-ALC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+491+Admiralty+Link/@1.4561222,103.8175959,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1360e5eb3149:0x3aaf71332557c7f2!8m2!3d1.4561222!4d103.8175959!16s%2Fg%2F11g8zzw48j?entry=ttu",2024-03-19 02:56:08.089173,"5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (507A Wellington Circle),1.4528781,103.8238793,1.3988814668595773,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Wellington Cir, #01-146 Block 507A, Singapore 751507 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WEL&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+507A+Wellington+Circle/@1.4528781,103.8238793,17z/data=!3m1!4b1!4m6!3m5!1s0x31da149dd99866cd:0xc5eadd2210078437!8m2!3d1.4528781!4d103.8238793!16s%2Fg%2F1pv0kf0vc?entry=ttu",2024-03-19 02:57:36.290624,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (509B Yishun Ave 4),1.4139306,103.8400463,4.265385158251188,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Yishun Ave 4, #01-20 Blk 509B, Singapore 763509 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-YCC05&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+509B+Yishun/@1.4139306,103.8400463,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1416dad549fb:0x987d73281dc1779!8m2!3d1.4139306!4d103.8400463!16s%2Fg%2F11f15jry0z?entry=ttu",2024-03-19 02:58:00.273254,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (604 Sembawang Road),1.4420175,103.8250677,1.0704908340407353,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"604 Sembawang Rd, #02-31, Singapore 758459 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-SSC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Sembawang+Shopping+Centre/@1.4420175,103.8250677,17z/data=!3m1!4b1!4m6!3m5!1s0x31da148106ca6407:0x46c05ee14eca9d08!8m2!3d1.4420175!4d103.8250677!16s%2Fg%2F11c6txp825?entry=ttu",2024-03-19 03:03:20.775914,"4, 4",4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (612 Yishun St 61),1.420378,103.835239,3.372747444399989,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 612 Yishun Street 61, #01-193, Singapore 760612 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-YC2&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+612+Yishun/@1.420378,103.835239,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1412cd2cbe65:0x8546496b0b54e7d0!8m2!3d1.420378!4d103.835239!16s%2Fg%2F1ptzm0l5l?entry=ttu",2024-03-19 03:03:35.151087,"5, 5, 1, 1, 4, 5, 1",3.142857142857143,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (676 Woodlands Drive 71),1.4397745,103.8008056,1.6886860282945881,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Woodlands Drive 71, #06-02 Blk 676, Singapore 730676 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WDC07&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Kampung+Admiralty/@1.4397745,103.8008056,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1309a48c9665:0x44781a14be10212!8m2!3d1.4397745!4d103.8008056!16s%2Fg%2F11h2pkn1np?entry=ttu",2024-03-19 03:07:12.607491,"5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (678 Woodlands Ave 6),1.4399252,103.8013857,1.62206373031272,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Woodlands Ave 6, #02-724 Block 678, Singapore 730678 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WD6&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+678+Woodlands/@1.4399252,103.8013857,17z/data=!3m1!4b1!4m6!3m5!1s0x31da137547bd43e1:0xd57ad9f43a2c0039!8m2!3d1.4399252!4d103.8013857!16s%2Fg%2F11fqbdmt_q?entry=ttu",2024-03-19 03:08:02.084403,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
