preschool_name,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery,fees_pr_kindergarten,txt_file_opened,found_curriculum,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,found_programme,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten
Little Greenhouse @ Woodlands Pte Ltd,https://preschooler.sg/profile/341/LITTLE-GREENHOUSE-@-ALJUNIED-PTE.-LTD.,1680,1280.0,1280.0,1180.0,1680,1280.0,1280.0,1180.0,"https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_10_8001_jpg, https___littlegreenhouse_com_sg_chinese_preschool_programme_, https___littlegreenhouse_com_sg__respond, https___littlegreenhouse_com_sg_programs_programme_highlights_, https___littlegreenhouse_com_sg_centres_serangoon_553_, https___littlegreenhouse_com_sg_centres_sin_ming_, https___littlegreenhouse_com_sg_portfolio_programme_4_, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_KINDERGARTEN_jpg, https___littlegreenhouse_com_sg_privacy_policy_, https___littlegreenhouse_com_sg_centres_jurong_west_502_, https___littlegreenhouse_com_sg_portfolio_infant_, https___littlegreenhouse_com_sg_portfolio_programme_6_, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_NURSERY_2_jpg, https___littlegreenhouse_com_sg_about_us_, https___littlegreenhouse_com_sg_, https___littlegreenhouse_com_sg_centres_yishun_, https___littlegreenhouse_com_sg_programmes_, https___littlegreenhouse_com_sg_join_us_, https___littlegreenhouse_com_sg_centres_bukit_batok_, https___littlegreenhouse_com_sg_centres_jurong_west_478_, https___littlegreenhouse_com_sg_centres_tampines_, https___littlegreenhouse_com_sg_project_type_programmes_, https___littlegreenhouse_com_sg_little_league_games_, https___littlegreenhouse_com_sg_centres_woodlands_, https___littlegreenhouse_com_sg_portfolio_programme_2_, https___littlegreenhouse_com_sg_food_and_nutrition_, https___littlegreenhouse_com_sg_centres_, https___littlegreenhouse_com_sg__, https___littlegreenhouse_com_sg_preschool_, https___littlegreenhouse_com_sg_portfolio_programme_5_, https___littlegreenhouse_com_sg_our_awards_, https___littlegreenhouse_com_sg_newsevents_, https___littlegreenhouse_com_sg_referral_programme_, https___littlegreenhouse_com_sg_portfolio_programme_3_, https___littlegreenhouse_com_sg_chinese_preschool_, https___littlegreenhouse_com_sg_centres_aljunied_, https___littlegreenhouse_com_sg_payment_, https___littlegreenhouse_com_sg_franchise_opportunities_, https___littlegreenhouse_com_sg_centres_serangoon_540_, https___littlegreenhouse_com_sg_contact_, https___littlegreenhouse_com_sg_centres_hougang_, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_NURSERY_jpg, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_INFANT_CARE_jpg, https___littlegreenhouse_com_sg_literacy_smart_programme_, https___littlegreenhouse_com_sg_about__about_s3, https___littlegreenhouse_com_sg_testimonials_","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Little Greenhouse Childcare & Development Pte Ltd,https://preschooler.sg/profile/341/LITTLE-GREENHOUSE-@-ALJUNIED-PTE.-LTD.,1680,1280.0,1280.0,1180.0,1680,1280.0,1280.0,1180.0,"https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_10_8001_jpg, https___littlegreenhouse_com_sg_chinese_preschool_programme_, https___littlegreenhouse_com_sg__respond, https___littlegreenhouse_com_sg_programs_programme_highlights_, https___littlegreenhouse_com_sg_centres_serangoon_553_, https___littlegreenhouse_com_sg_centres_sin_ming_, https___littlegreenhouse_com_sg_portfolio_programme_4_, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_KINDERGARTEN_jpg, https___littlegreenhouse_com_sg_privacy_policy_, https___littlegreenhouse_com_sg_centres_jurong_west_502_, https___littlegreenhouse_com_sg_portfolio_infant_, https___littlegreenhouse_com_sg_portfolio_programme_6_, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_NURSERY_2_jpg, https___littlegreenhouse_com_sg_about_us_, https___littlegreenhouse_com_sg_, https___littlegreenhouse_com_sg_centres_yishun_, https___littlegreenhouse_com_sg_programmes_, https___littlegreenhouse_com_sg_join_us_, https___littlegreenhouse_com_sg_centres_bukit_batok_, https___littlegreenhouse_com_sg_centres_jurong_west_478_, https___littlegreenhouse_com_sg_centres_tampines_, https___littlegreenhouse_com_sg_project_type_programmes_, https___littlegreenhouse_com_sg_little_league_games_, https___littlegreenhouse_com_sg_centres_woodlands_, https___littlegreenhouse_com_sg_portfolio_programme_2_, https___littlegreenhouse_com_sg_food_and_nutrition_, https___littlegreenhouse_com_sg_centres_, https___littlegreenhouse_com_sg__, https___littlegreenhouse_com_sg_preschool_, https___littlegreenhouse_com_sg_portfolio_programme_5_, https___littlegreenhouse_com_sg_our_awards_, https___littlegreenhouse_com_sg_newsevents_, https___littlegreenhouse_com_sg_referral_programme_, https___littlegreenhouse_com_sg_portfolio_programme_3_, https___littlegreenhouse_com_sg_chinese_preschool_, https___littlegreenhouse_com_sg_centres_aljunied_, https___littlegreenhouse_com_sg_payment_, https___littlegreenhouse_com_sg_franchise_opportunities_, https___littlegreenhouse_com_sg_centres_serangoon_540_, https___littlegreenhouse_com_sg_contact_, https___littlegreenhouse_com_sg_centres_hougang_, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_NURSERY_jpg, https___littlegreenhouse_com_sg_wp_content_uploads_2015_08_INFANT_CARE_jpg, https___littlegreenhouse_com_sg_literacy_smart_programme_, https___littlegreenhouse_com_sg_about__about_s3, https___littlegreenhouse_com_sg_testimonials_","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'play_based_curriculum', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'social & emotional development', 'speech and drama', 'sports']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Little Mighty Me Pte Ltd,https://preschooler.sg/profile/1002/LITTLE-MIGHTY-ME-PTE.-LTD.,2100,1500.0,1500.0,1500.0,2100,1500.0,1500.0,1500.0,"https___www_littlemightyme_sg_about_us_parents_testimonials_, https___www_littlemightyme_sg_about_us_about_us, https___www_littlemightyme_sg_faq, https___www_littlemightyme_sg_, https___www_littlemightyme_sg_others_arrange_a_visit, https___www_littlemightyme_sg_curriculum, https___www_littlemightyme_sg_our_facilities, https___www_littlemightyme_sg_about_us_parents_testimonials, https___www_littlemightyme_sg_about_us, https___www_littlemightyme_sg_curriculum_childcare_curriculum_, https___www_littlemightyme_sg__, https___www_littlemightyme_sg_about_us_as_featured_in","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,"['aesthetics & creative expression', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'social & emotional development']",1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Little Olive Tree (FMC Farrer Park),,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Little Paddington Preschool Serangoon Pte Ltd,https://preschooler.sg/profile/522/LITTLE-PADDINGTON-PRESCHOOL-SERANGOON-PTE.-LTD.,2012.06,1659.26,1659.26,1392.46,2012.06,1659.26,1659.26,1392.46,"https___www_serangoon_littlepaddington_com__comp_kt1j2uyw, https___www_serangoon_littlepaddington_com__comp_kt1i8rwr, https___www_serangoon_littlepaddington_com__comp_kt1j354f, https___www_serangoon_littlepaddington_com__comp_kt1iince, https___www_serangoon_littlepaddington_com__comp_kt9oly64, https___www_serangoon_littlepaddington_com_, https___www_serangoon_littlepaddington_com__comp_kt9ofdzp, https___www_serangoon_littlepaddington_com_privacy, https___www_serangoon_littlepaddington_com__comp_kt9olz0u, https___www_serangoon_littlepaddington_com__comp_kt1i8rwi","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'project_based', 'spark_certified_curriculum', 'thematic']",0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Little Paddington Preschool Tanglin Park Pte Ltd,https://preschooler.sg/profile/522/LITTLE-PADDINGTON-PRESCHOOL-SERANGOON-PTE.-LTD.,2012.06,1659.26,1659.26,1392.46,2012.06,1659.26,1659.26,1392.46,"https___www_tanglinpark_littlepaddington_com__comp_kt9oly64, https___www_tanglinpark_littlepaddington_com_privacy, https___www_tanglinpark_littlepaddington_com__comp_kt1i8rwi, https___www_tanglinpark_littlepaddington_com_, https___www_tanglinpark_littlepaddington_com__comp_kt1iince, https___www_tanglinpark_littlepaddington_com__comp_kt1j354f, https___www_tanglinpark_littlepaddington_com__comp_kt1j2uyw, https___www_tanglinpark_littlepaddington_com__comp_kt1i8rwr, https___www_tanglinpark_littlepaddington_com__comp_kt9olz0u, https___www_tanglinpark_littlepaddington_com__comp_kt9ofdzp","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'project_based', 'spark_certified_curriculum', 'thematic']",0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Little Paddington Preschool Tanglin Pte Ltd,https://preschooler.sg/profile/522/LITTLE-PADDINGTON-PRESCHOOL-SERANGOON-PTE.-LTD.,2012.06,1659.26,1659.26,1392.46,2012.06,1659.26,1659.26,1392.46,"https___www_tanglinpark_littlepaddington_com__comp_kt9oly64, https___www_tanglinpark_littlepaddington_com_privacy, https___www_tanglinpark_littlepaddington_com__comp_kt1i8rwi, https___www_tanglinpark_littlepaddington_com_, https___www_tanglinpark_littlepaddington_com__comp_kt1iince, https___www_tanglinpark_littlepaddington_com__comp_kt1j354f, https___www_tanglinpark_littlepaddington_com__comp_kt1j2uyw, https___www_tanglinpark_littlepaddington_com__comp_kt1i8rwr, https___www_tanglinpark_littlepaddington_com__comp_kt9olz0u, https___www_tanglinpark_littlepaddington_com__comp_kt9ofdzp","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'project_based', 'spark_certified_curriculum', 'thematic']",0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'problem-solving skills', 'project work', 'science', 'social & emotional development']",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1,1,1,1
Little Seeds Preschool (Ascension),https://preschooler.sg/profile/668/Little-Seeds-Preschool,,720.0,720.0,720.0,,1300.0,1300.0,1300.0,"https___littleseeds_edu_sg_contact_, https___littleseeds_edu_sg_lsp_tsa_tampines_, https___littleseeds_edu_sg_lsp_ascension_, https___littleseeds_edu_sg__page_id_8006, https___littleseeds_edu_sg_curriculum_, https___littleseeds_edu_sg_school_fees_, https___littleseeds_edu_sg_lsp_sonshine_landing_, https___littleseeds_edu_sg__content, https___littleseeds_edu_sg_lsp_st_andrews_, https___littleseeds_edu_sg_lsp_coa_, https___littleseeds_edu_sg_lsp_tsa_ang_mo_kio_landing_, https___littleseeds_edu_sg__, https___littleseeds_edu_sg_lsp_praiseland_landing_, https___littleseeds_edu_sg_register, https___littleseeds_edu_sg_locations_, https___littleseeds_edu_sg_locations, https___littleseeds_edu_sg_blog_, https___littleseeds_edu_sg_, https___littleseeds_edu_sg_lsp_tsa_bukit_batok_east_, https___littleseeds_edu_sg_lsp_st_johns_st_margarets_, https___littleseeds_edu_sg_lsp_tsa_bukit_panjang_, https___littleseeds_edu_sg_lsp_shc_, https___littleseeds_edu_sg_lsp_capstone_, https___littleseeds_edu_sg_about_, https___littleseeds_edu_sg_lsp_spc_, https___littleseeds_edu_sg_lsp_kiddy_ark_, https___littleseeds_edu_sg_lsp_church_of_the_good_shepherd_","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'reggio_emilia_approach', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Little Seeds Preschool (Capstone),https://preschooler.sg/profile/668/Little-Seeds-Preschool,,720.0,720.0,720.0,,1300.0,1300.0,1300.0,"https___littleseeds_edu_sg_contact_, https___littleseeds_edu_sg_lsp_tsa_tampines_, https___littleseeds_edu_sg_lsp_ascension_, https___littleseeds_edu_sg__page_id_8006, https___littleseeds_edu_sg_curriculum_, https___littleseeds_edu_sg_school_fees_, https___littleseeds_edu_sg_lsp_sonshine_landing_, https___littleseeds_edu_sg__content, https___littleseeds_edu_sg_lsp_st_andrews_, https___littleseeds_edu_sg_lsp_coa_, https___littleseeds_edu_sg_lsp_tsa_ang_mo_kio_landing_, https___littleseeds_edu_sg__, https___littleseeds_edu_sg_lsp_praiseland_landing_, https___littleseeds_edu_sg_register, https___littleseeds_edu_sg_locations_, https___littleseeds_edu_sg_locations, https___littleseeds_edu_sg_blog_, https___littleseeds_edu_sg_, https___littleseeds_edu_sg_lsp_tsa_bukit_batok_east_, https___littleseeds_edu_sg_lsp_st_johns_st_margarets_, https___littleseeds_edu_sg_lsp_tsa_bukit_panjang_, https___littleseeds_edu_sg_lsp_shc_, https___littleseeds_edu_sg_lsp_capstone_, https___littleseeds_edu_sg_about_, https___littleseeds_edu_sg_lsp_spc_, https___littleseeds_edu_sg_lsp_kiddy_ark_, https___littleseeds_edu_sg_lsp_church_of_the_good_shepherd_","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'reggio_emilia_approach', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Little Seeds Preschool (Kiddy Ark),https://preschooler.sg/profile/668/Little-Seeds-Preschool,,720.0,720.0,720.0,,1300.0,1300.0,1300.0,"https___littleseeds_edu_sg_contact_, https___littleseeds_edu_sg_lsp_tsa_tampines_, https___littleseeds_edu_sg_lsp_ascension_, https___littleseeds_edu_sg__page_id_8006, https___littleseeds_edu_sg_curriculum_, https___littleseeds_edu_sg_school_fees_, https___littleseeds_edu_sg_lsp_sonshine_landing_, https___littleseeds_edu_sg__content, https___littleseeds_edu_sg_lsp_st_andrews_, https___littleseeds_edu_sg_lsp_coa_, https___littleseeds_edu_sg_lsp_tsa_ang_mo_kio_landing_, https___littleseeds_edu_sg__, https___littleseeds_edu_sg_lsp_praiseland_landing_, https___littleseeds_edu_sg_register, https___littleseeds_edu_sg_locations_, https___littleseeds_edu_sg_locations, https___littleseeds_edu_sg_blog_, https___littleseeds_edu_sg_, https___littleseeds_edu_sg_lsp_tsa_bukit_batok_east_, https___littleseeds_edu_sg_lsp_st_johns_st_margarets_, https___littleseeds_edu_sg_lsp_tsa_bukit_panjang_, https___littleseeds_edu_sg_lsp_shc_, https___littleseeds_edu_sg_lsp_capstone_, https___littleseeds_edu_sg_about_, https___littleseeds_edu_sg_lsp_spc_, https___littleseeds_edu_sg_lsp_kiddy_ark_, https___littleseeds_edu_sg_lsp_church_of_the_good_shepherd_","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'reggio_emilia_approach', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
Little Seeds Preschool (Praiseland),https://preschooler.sg/profile/668/Little-Seeds-Preschool,,720.0,720.0,720.0,,1300.0,1300.0,1300.0,"https___littleseeds_edu_sg_contact_, https___littleseeds_edu_sg_lsp_tsa_tampines_, https___littleseeds_edu_sg_lsp_ascension_, https___littleseeds_edu_sg__page_id_8006, https___littleseeds_edu_sg_curriculum_, https___littleseeds_edu_sg_school_fees_, https___littleseeds_edu_sg_lsp_sonshine_landing_, https___littleseeds_edu_sg__content, https___littleseeds_edu_sg_lsp_st_andrews_, https___littleseeds_edu_sg_lsp_coa_, https___littleseeds_edu_sg_lsp_tsa_ang_mo_kio_landing_, https___littleseeds_edu_sg__, https___littleseeds_edu_sg_lsp_praiseland_landing_, https___littleseeds_edu_sg_register, https___littleseeds_edu_sg_locations_, https___littleseeds_edu_sg_locations, https___littleseeds_edu_sg_blog_, https___littleseeds_edu_sg_, https___littleseeds_edu_sg_lsp_tsa_bukit_batok_east_, https___littleseeds_edu_sg_lsp_st_johns_st_margarets_, https___littleseeds_edu_sg_lsp_tsa_bukit_panjang_, https___littleseeds_edu_sg_lsp_shc_, https___littleseeds_edu_sg_lsp_capstone_, https___littleseeds_edu_sg_about_, https___littleseeds_edu_sg_lsp_spc_, https___littleseeds_edu_sg_lsp_kiddy_ark_, https___littleseeds_edu_sg_lsp_church_of_the_good_shepherd_","['active_learning', 'bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'inquiry_based', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'reggio_emilia_approach', 'spark_certified_curriculum', 'thematic']",1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development']",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
